# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   64691   2   -4.205437    8.136194E-03    7.718815E-03    5.946269E+00    6.267801E+00
   64692   2   -4.207658    8.109889E-03    7.715345E-03    5.965556E+00    6.270620E+00
   64693   2   -4.208778    8.098236E-03    7.716557E-03    5.974141E+00    6.269636E+00
   64694   2   -4.208782    8.100770E-03    7.721645E-03    5.972271E+00    6.265504E+00
   64695   2   -4.207672    8.117161E-03    7.729889E-03    5.960212E+00    6.258822E+00
   64696   2   -4.205457    8.147208E-03    7.740722E-03    5.938231E+00    6.250063E+00
   64697   2   -4.202158    8.190919E-03    7.753841E-03    5.906541E+00    6.239488E+00
   64698   2   -4.197807    8.248533E-03    7.769231E-03    5.865286E+00    6.227129E+00
   64699   2   -4.192445    8.320508E-03    7.787125E-03    5.814549E+00    6.212820E+00
   64700   2   -4.186120    8.407536E-03    7.807995E-03    5.754362E+00    6.196213E+00
   64701   2   -4.178888    8.510565E-03    7.832547E-03    5.684699E+00    6.176790E+00
   64702   2   -4.170809    8.630831E-03    7.861725E-03    5.605486E+00    6.153865E+00
   64703   2   -4.161949    8.769877E-03    7.896710E-03    5.516611E+00    6.126602E+00
   64704   2   -4.152372    8.929538E-03    7.938871E-03    5.417974E+00    6.094065E+00
   64705   2   -4.142147    9.111837E-03    7.989668E-03    5.309577E+00    6.055320E+00
   64706   2   -4.131340    9.310904E-03    8.044183E-03    5.196058E+00    6.014284E+00
   64707   2   -4.120016    9.325867E-03    7.941022E-03    5.187721E+00    6.092415E+00
   64708   2   -4.108236    7.738728E-03    6.531450E-03    6.251674E+00    7.407238E+00
   64979   2   -4.106413    7.209463E-03    6.072648E-03    6.710625E+00    7.966871E+00
   64980   2   -4.117835    9.326757E-03    7.970895E-03    5.187226E+00    6.069582E+00
   64981   2   -4.128776    9.450504E-03    8.197573E-03    5.119304E+00    5.901747E+00
   64982   2   -4.139174    9.238450E-03    8.126447E-03    5.236809E+00    5.953401E+00
   64983   2   -4.148965    9.033785E-03    8.048979E-03    5.355452E+00    6.010700E+00
   64984   2   -4.158084    8.855643E-03    7.982666E-03    5.463183E+00    6.060632E+00
   64985   2   -4.166465    8.702863E-03    7.927460E-03    5.559090E+00    6.102838E+00
   64986   2   -4.174045    8.573769E-03    7.882753E-03    5.642792E+00    6.137449E+00
   64987   2   -4.180761    8.466732E-03    7.847843E-03    5.714129E+00    6.164752E+00
   64988   2   -4.186556    8.380196E-03    7.821927E-03    5.773134E+00    6.185176E+00
   64989   2   -4.191377    8.312708E-03    7.804108E-03    5.820005E+00    6.199299E+00
   64990   2   -4.195179    8.262964E-03    7.793413E-03    5.855042E+00    6.207806E+00
   64991   2   -4.197925    8.229822E-03    7.788813E-03    5.878621E+00    6.211473E+00
   64992   2   -4.199586    8.212322E-03    7.789261E-03    5.891147E+00    6.211116E+00
   64993   2   -4.200146    8.209696E-03    7.793757E-03    5.893032E+00    6.207532E+00
   64994   2   -4.199598    8.221367E-03    7.801428E-03    5.884666E+00    6.201429E+00
   64995   2   -4.197947    8.246962E-03    7.811596E-03    5.866402E+00    6.193356E+00
   64996   2   -4.195209    8.286318E-03    7.823836E-03    5.838540E+00    6.183668E+00
   64997   2   -4.191411    8.339500E-03    7.837995E-03    5.801307E+00    6.172497E+00
   64998   2   -4.186587    8.406822E-03    7.854193E-03    5.754850E+00    6.159767E+00
   64999   2   -4.180783    8.488867E-03    7.872817E-03    5.699230E+00    6.145196E+00
   65000   2   -4.174052    8.586517E-03    7.894521E-03    5.634415E+00    6.128301E+00
   65001   2   -4.166451    8.700962E-03    7.920206E-03    5.560305E+00    6.108427E+00
   65002   2   -4.158043    8.833725E-03    7.951030E-03    5.476738E+00    6.084746E+00
   65003   2   -4.148893    8.986679E-03    7.988389E-03    5.383524E+00    6.056290E+00
   65004   2   -4.139068    9.161536E-03    8.033486E-03    5.280774E+00    6.022292E+00
   65005   2   -4.128635    9.340703E-03    8.071965E-03    5.179482E+00    5.993584E+00
   65006   2   -4.117658    9.193892E-03    7.837041E-03    5.262189E+00    6.173248E+00
   65007   2   -4.106203    7.115370E-03    6.020784E-03    6.799365E+00    8.035498E+00
   65279   2   -4.103839    6.318030E-03    5.327071E-03    7.657450E+00    9.081914E+00
   65280   2   -4.114918    9.036718E-03    7.725289E-03    5.353714E+00    6.262549E+00
   65281   2   -4.125490    9.451469E-03    8.197936E-03    5.118781E+00    5.901486E+00
   65282   2   -4.135495    9.278739E-03    8.160356E-03    5.214071E+00    5.928663E+00
   65283   2   -4.144866    9.080653E-03    8.088325E-03    5.327811E+00    5.981461E+00
   65284   2   -4.153541    8.908084E-03    8.026505E-03    5.431022E+00    6.027530E+00
   65285   2   -4.161454    8.761333E-03    7.976049E-03    5.521991E+00    6.065660E+00
   65286   2   -4.168542    8.638785E-03    7.936313E-03    5.600325E+00    6.096030E+00
   65287   2   -4.174746    8.538808E-03    7.906488E-03    5.665896E+00    6.119026E+00
   65288   2   -4.180011    8.459805E-03    7.885617E-03    5.718808E+00    6.135221E+00
   65289   2   -4.184288    8.400292E-03    7.872652E-03    5.759323E+00    6.145325E+00
   65290   2   -4.187536    8.358908E-03    7.866452E-03    5.787837E+00    6.150168E+00
   65291   2   -4.189723    8.334448E-03    7.865840E-03    5.804823E+00    6.150646E+00
   65292   2   -4.190826    8.325889E-03    7.869672E-03    5.810791E+00    6.147652E+00
   65293   2   -4.190834    8.332404E-03    7.876910E-03    5.806248E+00    6.142002E+00
   65294   2   -4.189746    8.353380E-03    7.886712E-03    5.791668E+00    6.134368E+00
   65295   2   -4.187571    8.388432E-03    7.898489E-03    5.767466E+00    6.125222E+00
   65296   2   -4.184332    8.437429E-03    7.911936E-03    5.733974E+00    6.114812E+00
   65297   2   -4.180058    8.500512E-03    7.927049E-03    5.691422E+00    6.103154E+00
   65298   2   -4.174790    8.578126E-03    7.944112E-03    5.639927E+00    6.090045E+00
   65299   2   -4.168577    8.671028E-03    7.963687E-03    5.579500E+00    6.075075E+00
   65300   2   -4.161474    8.780343E-03    7.986631E-03    5.510036E+00    6.057623E+00
   65301   2   -4.153539    8.907529E-03    8.014044E-03    5.431361E+00    6.036902E+00
   65302   2   -4.144838    9.054382E-03    8.047262E-03    5.343269E+00    6.011983E+00
   65303   2   -4.135436    9.221174E-03    8.086323E-03    5.246621E+00    5.982942E+00
   65304   2   -4.125399    9.358757E-03    8.091247E-03    5.169490E+00    5.979301E+00
   65305   2   -4.114794    8.919033E-03    7.616219E-03    5.424355E+00    6.352234E+00
   65306   2   -4.103684    6.232386E-03    5.292384E-03    7.762678E+00    9.141438E+00
   65579   2   -4.100767    5.148381E-03    4.346821E-03    9.397129E+00    1.112997E+01
   65580   2   -4.111481    8.479782E-03    7.253206E-03    5.705335E+00    6.670154E+00
   65581   2   -4.121663    9.395049E-03    8.148980E-03    5.149521E+00    5.936939E+00
   65582   2   -4.131251    9.322341E-03    8.197007E-03    5.189684E+00    5.902154E+00
   65583   2   -4.140182    9.136755E-03    8.135538E-03    5.295097E+00    5.946749E+00
   65584   2   -4.148392    8.970366E-03    8.078668E-03    5.393314E+00    5.988611E+00
   65585   2   -4.155816    8.830051E-03    8.033171E-03    5.479017E+00    6.022528E+00
   65586   2   -4.162396    8.714446E-03    7.998524E-03    5.551701E+00    6.048616E+00
   65587   2   -4.168074    8.621871E-03    7.973757E-03    5.611311E+00    6.067404E+00
   65588   2   -4.172798    8.550725E-03    7.957786E-03    5.658000E+00    6.079580E+00
   65589   2   -4.176525    8.499466E-03    7.949393E-03    5.692122E+00    6.085999E+00
   65590   2   -4.179217    8.466680E-03    7.947294E-03    5.714164E+00    6.087606E+00
   65591   2   -4.180848    8.451112E-03    7.950214E-03    5.724690E+00    6.085370E+00
   65592   2   -4.181400    8.451691E-03    7.956961E-03    5.724298E+00    6.080211E+00
   65593   2   -4.180868    8.467558E-03    7.966517E-03    5.713572E+00    6.072917E+00
   65594   2   -4.179255    8.498091E-03    7.978117E-03    5.693043E+00    6.064088E+00
   65595   2   -4.176577    8.542936E-03    7.991288E-03    5.663158E+00    6.054093E+00
   65596   2   -4.172861    8.602029E-03    8.005868E-03    5.624255E+00    6.043067E+00
   65597   2   -4.168140    8.675632E-03    8.022016E-03    5.576539E+00    6.030903E+00
   65598   2   -4.162460    8.764365E-03    8.040196E-03    5.520080E+00    6.017266E+00
   65599   2   -4.155871    8.869196E-03    8.061149E-03    5.454835E+00    6.001626E+00
   65600   2   -4.148430    8.991516E-03    8.085939E-03    5.380628E+00    5.983226E+00
   65601   2   -4.140199    9.132788E-03    8.115623E-03    5.297396E+00    5.961341E+00
   65602   2   -4.131241    9.286554E-03    8.144761E-03    5.209683E+00    5.940015E+00
   65603   2   -4.121623    9.321885E-03    8.066316E-03    5.189937E+00    5.997781E+00
   65604   2   -4.111410    8.378019E-03    7.174246E-03    5.774635E+00    6.743566E+00
   65605   2   -4.100667    5.071966E-03    4.327027E-03    9.538708E+00    1.118089E+01
   65880   2   -4.107514    7.498940E-03    6.420651E-03    6.451578E+00    7.535061E+00
   65881   2   -4.117283    9.173960E-03    7.958594E-03    5.273623E+00    6.078963E+00
   65882   2   -4.126435    9.350527E-03    8.220089E-03    5.174040E+00    5.885581E+00
   65883   2   -4.134905    9.201724E-03    8.190184E-03    5.257710E+00    5.907071E+00
   65884   2   -4.142631    9.043724E-03    8.140062E-03    5.349566E+00    5.943444E+00
   65885   2   -4.149551    8.910332E-03    8.099731E-03    5.429652E+00    5.973038E+00
   65886   2   -4.155609    8.802002E-03    8.070147E-03    5.496477E+00    5.994934E+00
   65887   2   -4.160750    8.717170E-03    8.050321E-03    5.549966E+00    6.009698E+00
   65888   2   -4.164927    8.654168E-03    8.038994E-03    5.590370E+00    6.018166E+00
   65889   2   -4.168101    8.611418E-03    8.034810E-03    5.618122E+00    6.021300E+00
   65890   2   -4.170239    8.587472E-03    8.036393E-03    5.633788E+00    6.020114E+00
   65891   2   -4.171320    8.581033E-03    8.042409E-03    5.638016E+00    6.015611E+00
   65892   2   -4.171333    8.591001E-03    8.051673E-03    5.631474E+00    6.008689E+00
   65893   2   -4.170275    8.616515E-03    8.063234E-03    5.614799E+00    6.000074E+00
   65894   2   -4.168158    8.656983E-03    8.076439E-03    5.588552E+00    5.990264E+00
   65895   2   -4.165002    8.712120E-03    8.090957E-03    5.553183E+00    5.979515E+00
   65896   2   -4.160835    8.781968E-03    8.106779E-03    5.509016E+00    5.967845E+00
   65897   2   -4.155699    8.866952E-03    8.124233E-03    5.456215E+00    5.955023E+00
   65898   2   -4.149638    8.967903E-03    8.143977E-03    5.394795E+00    5.940587E+00
   65899   2   -4.142708    9.085927E-03    8.166846E-03    5.324718E+00    5.923951E+00
   65900   2   -4.134965    9.220452E-03    8.192252E-03    5.247031E+00    5.905580E+00
   65901   2   -4.126473    9.337199E-03    8.191812E-03    5.181426E+00    5.905898E+00
   65902   2   -4.117296    9.118665E-03    7.903663E-03    5.305601E+00    6.121213E+00
   65903   2   -4.107498    7.409143E-03    6.370977E-03    6.529770E+00    7.593811E+00
   66180   2   -4.103007    5.986400E-03    5.133992E-03    8.081652E+00    9.423466E+00
   66181   2   -4.112344    8.563871E-03    7.433692E-03    5.649314E+00    6.508206E+00
   66182   2   -4.121039    9.285587E-03    8.162060E-03    5.210225E+00    5.927425E+00
   66183   2   -4.129029    9.264876E-03    8.242721E-03    5.221873E+00    5.869421E+00
   66184   2   -4.136256    9.128461E-03    8.210690E-03    5.299908E+00    5.892318E+00
   66185   2   -4.142659    9.003454E-03    8.176512E-03    5.373493E+00    5.916948E+00
   66186   2   -4.148184    8.902846E-03    8.151985E-03    5.434218E+00    5.934751E+00
   66187   2   -4.152782    8.826054E-03    8.136869E-03    5.481498E+00    5.945776E+00
   66188   2   -4.156410    8.771470E-03    8.129852E-03    5.515609E+00    5.950908E+00
   66189   2   -4.159032    8.737506E-03    8.129498E-03    5.537049E+00    5.951167E+00
   66190   2   -4.160623    8.722670E-03    8.134358E-03    5.546467E+00    5.947611E+00
   66191   2   -4.161165    8.725645E-03    8.143097E-03    5.544576E+00    5.941228E+00
   66192   2   -4.160653    8.745339E-03    8.154588E-03    5.532090E+00    5.932857E+00
   66193   2   -4.159091    8.780917E-03    8.167982E-03    5.509675E+00    5.923128E+00
   66194   2   -4.156493    8.831857E-03    8.182760E-03    5.477897E+00    5.912431E+00
   66195   2   -4.152884    8.897984E-03    8.198751E-03    5.437187E+00    5.900899E+00
   66196   2   -4.148298    8.979476E-03    8.216102E-03    5.387842E+00    5.888437E+00
   66197   2   -4.142777    9.076869E-03    8.235243E-03    5.330032E+00    5.874751E+00
   66198   2   -4.136371    9.189998E-03    8.255992E-03    5.264419E+00    5.859986E+00
   66199   2   -4.129134    9.304918E-03    8.266625E-03    5.199401E+00    5.852449E+00
   66200   2   -4.121126    9.290710E-03    8.158102E-03    5.207352E+00    5.930301E+00
   66201   2   -4.112409    8.516576E-03    7.404602E-03    5.680687E+00    6.533775E+00
   66202   2   -4.103046    5.902001E-03    5.104099E-03    8.197220E+00    9.478656E+00
   66481   2   -4.106839    7.250922E-03    6.302476E-03    6.672255E+00    7.676348E+00
   66482   2   -4.115059    8.886744E-03    7.813452E-03    5.444063E+00    6.191885E+00
   66483   2   -4.122556    9.256215E-03    8.231584E-03    5.226758E+00    5.877362E+00
   66484   2   -4.129269    9.213081E-03    8.280071E-03    5.251229E+00    5.842945E+00
   66485   2   -4.135145    9.109064E-03    8.262771E-03    5.311193E+00    5.855179E+00
   66486   2   -4.140132    9.018167E-03    8.244586E-03    5.364727E+00    5.868094E+00
   66487   2   -4.144184    8.949937E-03    8.234085E-03    5.405625E+00    5.875577E+00
   66488   2   -4.147264    8.904120E-03    8.231076E-03    5.433440E+00    5.877725E+00
   66489   2   -4.149341    8.879244E-03    8.234181E-03    5.448662E+00    5.875508E+00
   66490   2   -4.150394    8.873836E-03    8.241968E-03    5.451982E+00    5.869957E+00
   66491   2   -4.150413    8.886601E-03    8.253159E-03    5.444151E+00    5.861998E+00
   66492   2   -4.149395    8.916476E-03    8.266719E-03    5.425910E+00    5.852383E+00
   66493   2   -4.147350    8.962687E-03    8.281922E-03    5.397935E+00    5.841639E+00
   66494   2   -4.144297    9.024787E-03    8.298375E-03    5.360791E+00    5.830057E+00
   66495   2   -4.140265    9.102565E-03    8.315920E-03    5.314986E+00    5.817757E+00
   66496   2   -4.135291    9.194833E-03    8.333559E-03    5.261651E+00    5.805443E+00
   66497   2   -4.129420    9.290366E-03    8.341788E-03    5.207545E+00    5.799715E+00
   66498   2   -4.122703    9.310797E-03    8.274549E-03    5.196118E+00    5.846845E+00
   66499   2   -4.115195    8.894569E-03    7.827357E-03    5.439274E+00    6.180886E+00
   66500   2   -4.106956    7.193711E-03    6.286182E-03    6.725319E+00    7.696246E+00
   66781   2   -4.100766    5.123110E-03    4.463637E-03    9.443483E+00    1.083869E+01
   66782   2   -4.108498    7.676874E-03    6.757374E-03    6.302044E+00    7.159586E+00
   66783   2   -4.115487    8.882065E-03    7.898735E-03    5.446931E+00    6.125031E+00
   66784   2   -4.121678    9.196923E-03    8.258943E-03    5.260455E+00    5.857893E+00
   66785   2   -4.127021    9.200959E-03    8.334778E-03    5.258148E+00    5.804594E+00
   66786   2   -4.131466    9.142215E-03    8.342276E-03    5.291934E+00    5.799377E+00
   66787   2   -4.134974    9.088241E-03    8.340851E-03    5.323363E+00    5.800367E+00
   66788   2   -4.137512    9.052880E-03    8.342718E-03    5.344156E+00    5.799069E+00
   66789   2   -4.139054    9.037825E-03    8.349297E-03    5.353058E+00    5.794500E+00
   66790   2   -4.139584    9.042338E-03    8.359833E-03    5.350386E+00    5.787197E+00
   66791   2   -4.139096    9.065287E-03    8.373247E-03    5.336842E+00    5.777926E+00
   66792   2   -4.137595    9.105526E-03    8.388497E-03    5.313257E+00    5.767421E+00
   66793   2   -4.135093    9.161589E-03    8.404320E-03    5.280743E+00    5.756563E+00
   66794   2   -4.131614    9.229610E-03    8.417425E-03    5.241825E+00    5.747601E+00
   66795   2   -4.127191    9.293012E-03    8.413654E-03    5.206063E+00    5.750177E+00
   66796   2   -4.121861    9.278827E-03    8.330710E-03    5.214021E+00    5.807428E+00
   66797   2   -4.115674    8.928138E-03    7.947883E-03    5.418823E+00    6.087156E+00
   66798   2   -4.108679    7.656554E-03    6.768016E-03    6.318770E+00    7.148329E+00
   66799   2   -4.100934    5.046130E-03    4.441128E-03    9.587546E+00    1.089363E+01
   67082   2   -4.101358    5.330415E-03    4.703718E-03    9.076217E+00    1.028548E+01
   67083   2   -4.107831    7.465445E-03    6.646638E-03    6.480524E+00    7.278867E+00
