# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   54216   2   -4.131101    9.310904E-03    8.044183E-03    5.196058E+00    6.014284E+00
   54217   2   -4.128376    9.340703E-03    8.071965E-03    5.179482E+00    5.993584E+00
   54218   2   -4.125135    9.358757E-03    8.091247E-03    5.169490E+00    5.979301E+00
   54219   2   -4.121365    9.321885E-03    8.066316E-03    5.189937E+00    5.997781E+00
   54220   2   -4.117057    9.118665E-03    7.903663E-03    5.305601E+00    6.121213E+00
   54221   2   -4.112200    8.516576E-03    7.404602E-03    5.680687E+00    6.533775E+00
   54222   2   -4.106786    7.193711E-03    6.286182E-03    6.725319E+00    7.696246E+00
   54223   2   -4.100811    5.046130E-03    4.441128E-03    9.587546E+00    1.089363E+01
   54497   2   -4.101583    5.330415E-03    4.703718E-03    9.076217E+00    1.028548E+01
   54498   2   -4.108679    7.676874E-03    6.757374E-03    6.302044E+00    7.159586E+00
   54499   2   -4.115194    8.886744E-03    7.813452E-03    5.444063E+00    6.191885E+00
   54500   2   -4.121125    9.285587E-03    8.162060E-03    5.210225E+00    5.927425E+00
   54501   2   -4.126473    9.350527E-03    8.220089E-03    5.174040E+00    5.885581E+00
   54502   2   -4.131240    9.322341E-03    8.197007E-03    5.189684E+00    5.902154E+00
   54503   2   -4.135435    9.278739E-03    8.160356E-03    5.214071E+00    5.928663E+00
   54504   2   -4.139067    9.238450E-03    8.126447E-03    5.236809E+00    5.953401E+00
   54505   2   -4.142146    9.204753E-03    8.098139E-03    5.255980E+00    5.974212E+00
   54506   2   -4.144685    9.177593E-03    8.075361E-03    5.271534E+00    5.991064E+00
   54507   2   -4.146694    9.156328E-03    8.057512E-03    5.283777E+00    6.004334E+00
   54508   2   -4.148184    9.140358E-03    8.044024E-03    5.293010E+00    6.014403E+00
   54509   2   -4.149164    9.129278E-03    8.034495E-03    5.299433E+00    6.021536E+00
   54510   2   -4.149640    9.122916E-03    8.028739E-03    5.303129E+00    6.025853E+00
   54511   2   -4.149617    9.013890E-03    7.905552E-03    5.367272E+00    6.119750E+00
   54512   2   -4.149096    9.014749E-03    7.905594E-03    5.366761E+00    6.119718E+00
   54513   2   -4.148075    9.024532E-03    7.913637E-03    5.360943E+00    6.113498E+00
   54514   2   -4.146551    9.043676E-03    7.930064E-03    5.349595E+00    6.100833E+00
   54515   2   -4.144516    9.072634E-03    7.955278E-03    5.332520E+00    6.081497E+00
   54516   2   -4.141961    9.111837E-03    7.989668E-03    5.309577E+00    6.055320E+00
   54517   2   -4.138876    9.161536E-03    8.033486E-03    5.280774E+00    6.022292E+00
   54518   2   -4.135250    9.221174E-03    8.086323E-03    5.246621E+00    5.982942E+00
   54519   2   -4.131072    9.286554E-03    8.144761E-03    5.209683E+00    5.940015E+00
   54520   2   -4.126331    9.337199E-03    8.191812E-03    5.181426E+00    5.905898E+00
   54521   2   -4.121019    9.290710E-03    8.158102E-03    5.207352E+00    5.930301E+00
   54522   2   -4.115129    8.894569E-03    7.827357E-03    5.439274E+00    6.180886E+00
   54523   2   -4.108658    7.656554E-03    6.768016E-03    6.318770E+00    7.148329E+00
   54524   2   -4.101609    5.264101E-03    4.686072E-03    9.190553E+00    1.032421E+01
   54796   2   -4.108054    7.465445E-03    6.646638E-03    6.480524E+00    7.278867E+00
   54797   2   -4.115673    8.882065E-03    7.898735E-03    5.446931E+00    6.125031E+00
   54798   2   -4.122702    9.256215E-03    8.231584E-03    5.226758E+00    5.877362E+00
   54799   2   -4.129133    9.264876E-03    8.242721E-03    5.221873E+00    5.869421E+00
   54800   2   -4.134965    9.201724E-03    8.190184E-03    5.257710E+00    5.907071E+00
   54801   2   -4.140198    9.136755E-03    8.135538E-03    5.295097E+00    5.946749E+00
   54802   2   -4.144838    9.080653E-03    8.088325E-03    5.327811E+00    5.981461E+00
   54803   2   -4.148892    9.033785E-03    8.048979E-03    5.355452E+00    6.010700E+00
   54804   2   -4.152371    8.995111E-03    8.016643E-03    5.378477E+00    6.034945E+00
   54805   2   -4.155286    8.963603E-03    7.990423E-03    5.397383E+00    6.054748E+00
   54806   2   -4.157648    8.938395E-03    7.969534E-03    5.412605E+00    6.070618E+00
   54807   2   -4.159468    8.918798E-03    7.953326E-03    5.424498E+00    6.082989E+00
   54808   2   -4.160755    8.904327E-03    7.941324E-03    5.433314E+00    6.092183E+00
   54809   2   -4.161518    8.894720E-03    7.933249E-03    5.439182E+00    6.098384E+00
   54810   2   -4.161760    8.889941E-03    7.929033E-03    5.442106E+00    6.101626E+00
   54811   2   -4.161485    8.792305E-03    7.822260E-03    5.502539E+00    6.184914E+00
   54812   2   -4.160693    8.800938E-03    7.829020E-03    5.497141E+00    6.179573E+00
   54813   2   -4.159379    8.818686E-03    7.843803E-03    5.486078E+00    6.167927E+00
   54814   2   -4.157540    8.845835E-03    7.866856E-03    5.469241E+00    6.149852E+00
   54815   2   -4.155166    8.882685E-03    7.898451E-03    5.446552E+00    6.125252E+00
   54816   2   -4.152248    8.929538E-03    7.938871E-03    5.417974E+00    6.094065E+00
   54817   2   -4.148776    8.986679E-03    7.988389E-03    5.383524E+00    6.056290E+00
   54818   2   -4.144737    9.054382E-03    8.047262E-03    5.343269E+00    6.011983E+00
   54819   2   -4.140122    9.132788E-03    8.115623E-03    5.297396E+00    5.961341E+00
   54820   2   -4.134921    9.220452E-03    8.192252E-03    5.247031E+00    5.905580E+00
   54821   2   -4.129128    9.304918E-03    8.266625E-03    5.199401E+00    5.852449E+00
   54822   2   -4.122739    9.310797E-03    8.274549E-03    5.196118E+00    5.846845E+00
   54823   2   -4.115753    8.928138E-03    7.947883E-03    5.418823E+00    6.087156E+00
   54824   2   -4.108175    7.460061E-03    6.669887E-03    6.485202E+00    7.253496E+00
   55094   2   -4.104969    6.494728E-03    5.841278E-03    7.449119E+00    8.282434E+00
   55095   2   -4.113705    8.605375E-03    7.726714E-03    5.622068E+00    6.261394E+00
   55096   2   -4.121861    9.196923E-03    8.258943E-03    5.260455E+00    5.857893E+00
   55097   2   -4.129420    9.213081E-03    8.280071E-03    5.251229E+00    5.842945E+00
   55098   2   -4.136370    9.128461E-03    8.210690E-03    5.299908E+00    5.892318E+00
   55099   2   -4.142707    9.043724E-03    8.140062E-03    5.349566E+00    5.943444E+00
   55100   2   -4.148429    8.970366E-03    8.078668E-03    5.393314E+00    5.988611E+00
   55101   2   -4.153539    8.908084E-03    8.026505E-03    5.431022E+00    6.027530E+00
   55102   2   -4.158042    8.855643E-03    7.982666E-03    5.463183E+00    6.060632E+00
   55103   2   -4.161948    8.811866E-03    7.946220E-03    5.490324E+00    6.088429E+00
   55104   2   -4.165266    8.775674E-03    7.916263E-03    5.512967E+00    6.111470E+00
   55105   2   -4.168007    8.746172E-03    7.892004E-03    5.531563E+00    6.130256E+00
   55106   2   -4.170181    8.722642E-03    7.872776E-03    5.546485E+00    6.145227E+00
   55107   2   -4.171800    8.704552E-03    7.858061E-03    5.558011E+00    6.156735E+00
   55108   2   -4.172870    8.691572E-03    7.847511E-03    5.566312E+00    6.165012E+00
   55109   2   -4.173398    8.683581E-03    7.840970E-03    5.571434E+00    6.170155E+00
   55110   2   -4.173388    8.586148E-03    7.743708E-03    5.634657E+00    6.247653E+00
   55111   2   -4.172840    8.593700E-03    7.749282E-03    5.629705E+00    6.243159E+00
   55112   2   -4.171754    8.610324E-03    7.762685E-03    5.618836E+00    6.232380E+00
   55113   2   -4.170124    8.636125E-03    7.784007E-03    5.602049E+00    6.215308E+00
   55114   2   -4.167943    8.671227E-03    7.813359E-03    5.579372E+00    6.191960E+00
   55115   2   -4.165204    8.715764E-03    7.850876E-03    5.550861E+00    6.162370E+00
   55116   2   -4.161895    8.769877E-03    7.896710E-03    5.516611E+00    6.126602E+00
   55117   2   -4.158006    8.833725E-03    7.951030E-03    5.476738E+00    6.084746E+00
   55118   2   -4.153527    8.907529E-03    8.014044E-03    5.431361E+00    6.036902E+00
   55119   2   -4.148448    8.991516E-03    8.085939E-03    5.380628E+00    5.983226E+00
   55120   2   -4.142762    9.085927E-03    8.166846E-03    5.324718E+00    5.923951E+00
   55121   2   -4.136465    9.189998E-03    8.255992E-03    5.264419E+00    5.859986E+00
   55122   2   -4.129555    9.290366E-03    8.341788E-03    5.207545E+00    5.799715E+00
   55123   2   -4.122036    9.278827E-03    8.330710E-03    5.214021E+00    5.807428E+00
   55124   2   -4.113916    8.657339E-03    7.785765E-03    5.588322E+00    6.213904E+00
   55125   2   -4.105210    6.471893E-03    5.848726E-03    7.475401E+00    8.271888E+00
   55393   2   -4.109208    7.720242E-03    6.987512E-03    6.266643E+00    6.923781E+00
   55394   2   -4.118489    9.044468E-03    8.183507E-03    5.349126E+00    5.911891E+00
   55395   2   -4.127190    9.200959E-03    8.334778E-03    5.258148E+00    5.804594E+00
   55396   2   -4.135291    9.109064E-03    8.262771E-03    5.311193E+00    5.855179E+00
   55397   2   -4.142777    9.003454E-03    8.176512E-03    5.373493E+00    5.916948E+00
   55398   2   -4.149638    8.910332E-03    8.099731E-03    5.429652E+00    5.973038E+00
   55399   2   -4.155870    8.830051E-03    8.033171E-03    5.479017E+00    6.022528E+00
   55400   2   -4.161473    8.761333E-03    7.976049E-03    5.521991E+00    6.065660E+00
   55401   2   -4.166450    8.702863E-03    7.927460E-03    5.559090E+00    6.102838E+00
   55402   2   -4.170809    8.653466E-03    7.886540E-03    5.590823E+00    6.134502E+00
   55403   2   -4.174556    8.612102E-03    7.852466E-03    5.617676E+00    6.161122E+00
   55404   2   -4.177703    8.577861E-03    7.824467E-03    5.640100E+00    6.183168E+00
   55405   2   -4.180258    8.550007E-03    7.801878E-03    5.658475E+00    6.201071E+00
   55406   2   -4.182233    8.527975E-03    7.784155E-03    5.673093E+00    6.215190E+00
   55407   2   -4.183635    8.511387E-03    7.770905E-03    5.684150E+00    6.225787E+00
   55408   2   -4.184471    8.500051E-03    7.761899E-03    5.691730E+00    6.233011E+00
   55409   2   -4.184747    8.493971E-03    7.757089E-03    5.695805E+00    6.236875E+00
   55410   2   -4.184464    8.400851E-03    7.673366E-03    5.758941E+00    6.304926E+00
   55411   2   -4.183621    8.416413E-03    7.685490E-03    5.748292E+00    6.294979E+00
   55412   2   -4.182216    8.441138E-03    7.705355E-03    5.731455E+00    6.278750E+00
   55413   2   -4.180242    8.474971E-03    7.732915E-03    5.708574E+00    6.256373E+00
   55414   2   -4.177693    8.517874E-03    7.768150E-03    5.679821E+00    6.227995E+00
   55415   2   -4.174559    8.569824E-03    7.811071E-03    5.645390E+00    6.193773E+00
   55416   2   -4.170831    8.630831E-03    7.861725E-03    5.605486E+00    6.153865E+00
   55417   2   -4.166498    8.700962E-03    7.920206E-03    5.560305E+00    6.108427E+00
   55418   2   -4.161551    8.780343E-03    7.986631E-03    5.510036E+00    6.057623E+00
   55419   2   -4.155982    8.869196E-03    8.061149E-03    5.454835E+00    6.001626E+00
   55420   2   -4.149788    8.967903E-03    8.143977E-03    5.394795E+00    5.940587E+00
   55421   2   -4.142966    9.076869E-03    8.235243E-03    5.330032E+00    5.874751E+00
   55422   2   -4.135519    9.194833E-03    8.333559E-03    5.261651E+00    5.805443E+00
   55423   2   -4.127454    9.293012E-03    8.413654E-03    5.206063E+00    5.750177E+00
   55424   2   -4.118783    9.123190E-03    8.257754E-03    5.302970E+00    5.858736E+00
   55425   2   -4.109525    7.739345E-03    7.022126E-03    6.251175E+00    6.889651E+00
   55691   2   -4.102166    5.485141E-03    5.000374E-03    8.820192E+00    9.675277E+00
   55692   2   -4.112538    8.397614E-03    7.640517E-03    5.761160E+00    6.332032E+00
   55693   2   -4.122364    9.169470E-03    8.350491E-03    5.276204E+00    5.793671E+00
   55694   2   -4.131614    9.142215E-03    8.342276E-03    5.291934E+00    5.799377E+00
   55695   2   -4.140265    9.018167E-03    8.244586E-03    5.364727E+00    5.868094E+00
   55696   2   -4.148297    8.902846E-03    8.151985E-03    5.434218E+00    5.934751E+00
   55697   2   -4.155698    8.802002E-03    8.070147E-03    5.496477E+00    5.994934E+00
   55698   2   -4.162459    8.714446E-03    7.998524E-03    5.551701E+00    6.048616E+00
   55699   2   -4.168577    8.638785E-03    7.936313E-03    5.600325E+00    6.096030E+00
   55700   2   -4.174052    8.573769E-03    7.882753E-03    5.642792E+00    6.137449E+00
   55701   2   -4.178887    8.518238E-03    7.837070E-03    5.679578E+00    6.173225E+00
   55702   2   -4.183090    8.471172E-03    7.798524E-03    5.711134E+00    6.203738E+00
   55703   2   -4.186669    8.431688E-03    7.766414E-03    5.737878E+00    6.229387E+00
   55704   2   -4.189632    8.399044E-03    7.740099E-03    5.760179E+00    6.250566E+00
   55705   2   -4.191990    8.372662E-03    7.719037E-03    5.778330E+00    6.267621E+00
   55706   2   -4.193749    8.352129E-03    7.702806E-03    5.792535E+00    6.280828E+00
   55707   2   -4.194918    8.337205E-03    7.691124E-03    5.802904E+00    6.290368E+00
   55708   2   -4.195502    8.327824E-03    7.683870E-03    5.809441E+00    6.296307E+00
   55709   2   -4.195504    8.220991E-03    7.600588E-03    5.884935E+00    6.365297E+00
   55710   2   -4.194924    8.235346E-03    7.611364E-03    5.874677E+00    6.356285E+00
   55711   2   -4.193761    8.259046E-03    7.629872E-03    5.857820E+00    6.340866E+00
   55712   2   -4.192010    8.291868E-03    7.655914E-03    5.834632E+00    6.319298E+00
   55713   2   -4.189666    8.333602E-03    7.689314E-03    5.805413E+00    6.291848E+00
   55714   2   -4.186720    8.384055E-03    7.729937E-03    5.770477E+00    6.258783E+00
   55715   2   -4.183163    8.443073E-03    7.777692E-03    5.730141E+00    6.220354E+00
   55716   2   -4.178987    8.510565E-03    7.832547E-03    5.684699E+00    6.176790E+00
   55717   2   -4.174182    8.586517E-03    7.894521E-03    5.634415E+00    6.128301E+00
   55718   2   -4.168742    8.671028E-03    7.963687E-03    5.579500E+00    6.075075E+00
   55719   2   -4.162662    8.764365E-03    8.040196E-03    5.520080E+00    6.017266E+00
   55720   2   -4.155939    8.866952E-03    8.124233E-03    5.456215E+00    5.955023E+00
   55721   2   -4.148575    8.979476E-03    8.216102E-03    5.387842E+00    5.888437E+00
   55722   2   -4.140578    9.102565E-03    8.315920E-03    5.314986E+00    5.817757E+00
   55723   2   -4.131958    9.229610E-03    8.417425E-03    5.241825E+00    5.747601E+00
   55724   2   -4.122732    9.249175E-03    8.422268E-03    5.230737E+00    5.744296E+00
   55725   2   -4.112923    8.436847E-03    7.685126E-03    5.734369E+00    6.295277E+00
   55726   2   -4.102560    5.460816E-03    4.993906E-03    8.859482E+00    9.687808E+00
   55990   2   -4.104031    6.157104E-03    5.629904E-03    7.857590E+00    8.593397E+00
   55991   2   -4.114929    8.733856E-03    7.977686E-03    5.539363E+00    6.064415E+00
   55992   2   -4.125294    9.190278E-03    8.411366E-03    5.264258E+00    5.751741E+00
   55993   2   -4.135093    9.088241E-03    8.340851E-03    5.323363E+00    5.800367E+00
   55994   2   -4.144297    8.949937E-03    8.234085E-03    5.405625E+00    5.875577E+00
   55995   2   -4.152883    8.826054E-03    8.136869E-03    5.481498E+00    5.945776E+00
   55996   2   -4.160835    8.717170E-03    8.050321E-03    5.549966E+00    6.009698E+00
   55997   2   -4.168140    8.621871E-03    7.973757E-03    5.611311E+00    6.067404E+00
   55998   2   -4.174790    8.538808E-03    7.906488E-03    5.665896E+00    6.119026E+00
   55999   2   -4.180783    8.466732E-03    7.847843E-03    5.714129E+00    6.164752E+00
   56000   2   -4.186119    8.404537E-03    7.797184E-03    5.756414E+00    6.204804E+00
   56001   2   -4.190803    8.351231E-03    7.753875E-03    5.793158E+00    6.239461E+00
   56002   2   -4.194840    8.305958E-03    7.717306E-03    5.824734E+00    6.269027E+00
   56003   2   -4.198238    8.268000E-03    7.686900E-03    5.851476E+00    6.293824E+00
   56004   2   -4.201005    8.236779E-03    7.662142E-03    5.873655E+00    6.314161E+00
   56005   2   -4.203148    8.211868E-03    7.642603E-03    5.891473E+00    6.330304E+00
   56006   2   -4.204675    8.192995E-03    7.627969E-03    5.905044E+00    6.342448E+00
   56007   2   -4.205592    8.180047E-03    7.618064E-03    5.914392E+00    6.350695E+00
   56008   2   -4.205901    8.173064E-03    7.612861E-03    5.919444E+00    6.355036E+00
   56009   2   -4.205606    8.066059E-03    7.539820E-03    5.997972E+00    6.416599E+00
   56010   2   -4.204705    8.088582E-03    7.556910E-03    5.981271E+00    6.402088E+00
   56011   2   -4.203195    8.120438E-03    7.581539E-03    5.957807E+00    6.381291E+00
   56012   2   -4.201071    8.161247E-03    7.613378E-03    5.928016E+00    6.354604E+00
   56013   2   -4.198327    8.210649E-03    7.652142E-03    5.892348E+00    6.322413E+00
   56014   2   -4.194955    8.268321E-03    7.697598E-03    5.851248E+00    6.285077E+00
   56015   2   -4.190948    8.334006E-03    7.749581E-03    5.805131E+00    6.242918E+00
   56016   2   -4.186297    8.407536E-03    7.807995E-03    5.754362E+00    6.196213E+00
   56017   2   -4.180995    8.488867E-03    7.872817E-03    5.699230E+00    6.145196E+00
   56018   2   -4.175039    8.578126E-03    7.944112E-03    5.639927E+00    6.090045E+00
   56019   2   -4.168426    8.675632E-03    8.022016E-03    5.576539E+00    6.030903E+00
   56020   2   -4.161158    8.781968E-03    8.106779E-03    5.509016E+00    5.967845E+00
   56021   2   -4.153241    8.897984E-03    8.198751E-03    5.437187E+00    5.900899E+00
   56022   2   -4.144685    9.024787E-03    8.298375E-03    5.360791E+00    5.830057E+00
   56023   2   -4.135506    9.161589E-03    8.404320E-03    5.280743E+00    5.756563E+00
   56024   2   -4.125727    9.255530E-03    8.469332E-03    5.227145E+00    5.712375E+00
   56025   2   -4.115373    8.771556E-03    8.016069E-03    5.515555E+00    6.035377E+00
   56026   2   -4.104478    6.148263E-03    5.630947E-03    7.868889E+00    8.591805E+00
   56289   2   -4.104951    6.477117E-03    5.932843E-03    7.469372E+00    8.154606E+00
   56290   2   -4.116361    8.887056E-03    8.137417E-03    5.443873E+00    5.945376E+00
   56291   2   -4.127254    9.188699E-03    8.438279E-03    5.265163E+00    5.733396E+00
   56292   2   -4.137595    9.052880E-03    8.342718E-03    5.344156E+00    5.799069E+00
   56293   2   -4.147350    8.904120E-03    8.231076E-03    5.433440E+00    5.877725E+00
   56294   2   -4.156492    8.771470E-03    8.129852E-03    5.515609E+00    5.950908E+00
   56295   2   -4.165001    8.654168E-03    8.038994E-03    5.590370E+00    6.018166E+00
   56296   2   -4.172860    8.550725E-03    7.957786E-03    5.658000E+00    6.079580E+00
   56297   2   -4.180058    8.459805E-03    7.885617E-03    5.718808E+00    6.135221E+00
   56298   2   -4.186587    8.380196E-03    7.821927E-03    5.773134E+00    6.185176E+00
   56299   2   -4.192445    8.310819E-03    7.766194E-03    5.821328E+00    6.229564E+00
   56300   2   -4.197632    8.250727E-03    7.717915E-03    5.863725E+00    6.268533E+00
   56301   2   -4.202152    8.199102E-03    7.676592E-03    5.900646E+00    6.302276E+00
   56302   2   -4.206011    8.155238E-03    7.641727E-03    5.932383E+00    6.331030E+00
   56303   2   -4.209214    8.118525E-03    7.612810E-03    5.959211E+00    6.355078E+00
   56304   2   -4.211768    8.088453E-03    7.589352E-03    5.981366E+00    6.374721E+00
   56305   2   -4.213680    8.064701E-03    7.570991E-03    5.998983E+00    6.390181E+00
   56306   2   -4.214955    8.047242E-03    7.557624E-03    6.011998E+00    6.401483E+00
   56307   2   -4.215597    8.036331E-03    7.549418E-03    6.020160E+00    6.408441E+00
   56308   2   -4.215609    7.906188E-03    7.469029E-03    6.119257E+00    6.477415E+00
   56309   2   -4.214991    7.927568E-03    7.484845E-03    6.102755E+00    6.463727E+00
   56310   2   -4.213741    7.958853E-03    7.508530E-03    6.078765E+00    6.443338E+00
   56311   2   -4.211856    7.999244E-03    7.539362E-03    6.048071E+00    6.416989E+00
   56312   2   -4.209330    8.048093E-03    7.576790E-03    6.011362E+00    6.385290E+00
   56313   2   -4.206158    8.104947E-03    7.620473E-03    5.969194E+00    6.348687E+00
   56314   2   -4.202333    8.169468E-03    7.670193E-03    5.922050E+00    6.307534E+00
   56315   2   -4.197847    8.241382E-03    7.725780E-03    5.870374E+00    6.262151E+00
   56316   2   -4.192696    8.320508E-03    7.787125E-03    5.814549E+00    6.212820E+00
   56317   2   -4.186876    8.406822E-03    7.854193E-03    5.754850E+00    6.159767E+00
   56318   2   -4.180384    8.500512E-03    7.927049E-03    5.691422E+00    6.103154E+00
   56319   2   -4.173222    8.602029E-03    8.005868E-03    5.624255E+00    6.043067E+00
   56320   2   -4.165397    8.712120E-03    8.090957E-03    5.553183E+00    5.979515E+00
   56321   2   -4.156918    8.831857E-03    8.182760E-03    5.477897E+00    5.912431E+00
   56322   2   -4.147801    8.962687E-03    8.281922E-03    5.397935E+00    5.841639E+00
   56323   2   -4.138066    9.105526E-03    8.388497E-03    5.313257E+00    5.767421E+00
   56324   2   -4.127739    9.230851E-03    8.475573E-03    5.241120E+00    5.708169E+00
   56325   2   -4.116852    8.909151E-03    8.159056E-03    5.430371E+00    5.929607E+00
   56326   2   -4.105442    6.475326E-03    5.934151E-03    7.471438E+00    8.152810E+00
   56588   2   -4.104919    6.475326E-03    5.934151E-03    7.471438E+00    8.152810E+00
   56589   2   -4.116820    8.938228E-03    8.191348E-03    5.412706E+00    5.906232E+00
   56590   2   -4.128226    9.191654E-03    8.455042E-03    5.263470E+00    5.722029E+00
   56591   2   -4.139096    9.037825E-03    8.349297E-03    5.353058E+00    5.794500E+00
   56592   2   -4.149395    8.879244E-03    8.234181E-03    5.448662E+00    5.875508E+00
   56593   2   -4.159090    8.737506E-03    8.129498E-03    5.537049E+00    5.951167E+00
   56594   2   -4.168158    8.611418E-03    8.034810E-03    5.618122E+00    6.021300E+00
   56595   2   -4.176577    8.499466E-03    7.949393E-03    5.692122E+00    6.085999E+00
   56596   2   -4.184331    8.400292E-03    7.872652E-03    5.759323E+00    6.145325E+00
   56597   2   -4.191410    8.312708E-03    7.804108E-03    5.820005E+00    6.199299E+00
   56598   2   -4.197807    8.235667E-03    7.743351E-03    5.874448E+00    6.247941E+00
   56599   2   -4.203518    8.168256E-03    7.690005E-03    5.922929E+00    6.291283E+00
   56600   2   -4.208545    8.109631E-03    7.643639E-03    5.965746E+00    6.329446E+00
   56601   2   -4.212889    8.058768E-03    7.603530E-03    6.003399E+00    6.362834E+00
   56602   2   -4.216554    8.014112E-03    7.568315E-03    6.036851E+00    6.392440E+00
   56603   2   -4.219546    7.973733E-03    7.536163E-03    6.067422E+00    6.419712E+00
   56604   2   -4.221869    7.936599E-03    7.506029E-03    6.095810E+00    6.445485E+00
   56605   2   -4.223530    7.904108E-03    7.479166E-03    6.120868E+00    6.468636E+00
   56606   2   -4.224531    7.880072E-03    7.459157E-03    6.139538E+00    6.485988E+00
   56607   2   -4.224875    7.868684E-03    7.449976E-03    6.148423E+00    6.493981E+00
   56608   2   -4.224563    7.743058E-03    7.382707E-03    6.248177E+00    6.553152E+00
   56609   2   -4.223595    7.781616E-03    7.413064E-03    6.217218E+00    6.526317E+00
   56610   2   -4.221969    7.831471E-03    7.452400E-03    6.177639E+00    6.491869E+00
   56611   2   -4.219680    7.888089E-03    7.496476E-03    6.133298E+00    6.453699E+00
   56612   2   -4.216724    7.949220E-03    7.543271E-03    6.086132E+00    6.413663E+00
   56613   2   -4.213096    8.014992E-03    7.593041E-03    6.036188E+00    6.371624E+00
   56614   2   -4.208789    8.086432E-03    7.646886E-03    5.982861E+00    6.326759E+00
   56615   2   -4.203801    8.164214E-03    7.705542E-03    5.925861E+00    6.278598E+00
   56616   2   -4.198127    8.248533E-03    7.769231E-03    5.865286E+00    6.227129E+00
   56617   2   -4.191768    8.339500E-03    7.837995E-03    5.801307E+00    6.172497E+00
   56618   2   -4.184725    8.437429E-03    7.911936E-03    5.733974E+00    6.114812E+00
   56619   2   -4.177003    8.542936E-03    7.991288E-03    5.663158E+00    6.054093E+00
   56620   2   -4.168614    8.656983E-03    8.076439E-03    5.588552E+00    5.990264E+00
   56621   2   -4.159571    8.780917E-03    8.167982E-03    5.509675E+00    5.923128E+00
   56622   2   -4.149896    8.916476E-03    8.266719E-03    5.425910E+00    5.852383E+00
   56623   2   -4.139612    9.065287E-03    8.373247E-03    5.336842E+00    5.777926E+00
   56624   2   -4.128750    9.206181E-03    8.467881E-03    5.255165E+00    5.713354E+00
   56625   2   -4.117347    8.938228E-03    8.191348E-03    5.412706E+00    5.906232E+00
   56626   2   -4.105442    6.477117E-03    5.932843E-03    7.469372E+00    8.154606E+00
   56887   2   -4.103936    6.148263E-03    5.630947E-03    7.868889E+00    8.591805E+00
   56888   2   -4.116304    8.909151E-03    8.159056E-03    5.430371E+00    5.929607E+00
   56889   2   -4.128201    9.206181E-03    8.467881E-03    5.255165E+00    5.713354E+00
   56890   2   -4.139584    9.042338E-03    8.359833E-03    5.350386E+00    5.787197E+00
   56891   2   -4.150413    8.873836E-03    8.241968E-03    5.451982E+00    5.869957E+00
   56892   2   -4.160653    8.722670E-03    8.134358E-03    5.546467E+00    5.947611E+00
   56893   2   -4.170275    8.587472E-03    8.036393E-03    5.633788E+00    6.020114E+00
   56894   2   -4.179255    8.466680E-03    7.947294E-03    5.714164E+00    6.087606E+00
   56895   2   -4.187571    8.358908E-03    7.866452E-03    5.787837E+00    6.150168E+00
   56896   2   -4.195209    8.262964E-03    7.793413E-03    5.855042E+00    6.207806E+00
   56897   2   -4.202158    8.177821E-03    7.727849E-03    5.916001E+00    6.260475E+00
   56898   2   -4.208410    8.102530E-03    7.669426E-03    5.970974E+00    6.308165E+00
   56899   2   -4.213963    8.035627E-03    7.617218E-03    6.020688E+00    6.351400E+00
   56900   2   -4.218815    7.973182E-03    7.567795E-03    6.067841E+00    6.392880E+00
   56901   2   -4.222967    7.906523E-03    7.512995E-03    6.118999E+00    6.439509E+00
   56902   2   -4.226422    7.824643E-03    7.442241E-03    6.183029E+00    6.500730E+00
   56903   2   -4.229185    7.723279E-03    7.351332E-03    6.264179E+00    6.581120E+00
   56904   2   -4.231257    7.612665E-03    7.250020E-03    6.355199E+00    6.673085E+00
   56905   2   -4.232644    7.515468E-03    7.160095E-03    6.437390E+00    6.756894E+00
   56906   2   -4.233347    7.456433E-03    7.105429E-03    6.488357E+00    6.808878E+00
   56907   2   -4.233367    7.308632E-03    7.032814E-03    6.619570E+00    6.879181E+00
   56908   2   -4.232704    7.380722E-03    7.095596E-03    6.554914E+00    6.818314E+00
   56909   2   -4.231359    7.493843E-03    7.195553E-03    6.455967E+00    6.723598E+00
   56910   2   -4.229327    7.623064E-03    7.308746E-03    6.346530E+00    6.619467E+00
   56911   2   -4.226605    7.744990E-03    7.412888E-03    6.246619E+00    6.526471E+00
   56912   2   -4.223190    7.848237E-03    7.497346E-03    6.164441E+00    6.452950E+00
   56913   2   -4.219079    7.935839E-03    7.565304E-03    6.096394E+00    6.394984E+00
   56914   2   -4.214267    8.017723E-03    7.626442E-03    6.034132E+00    6.343718E+00
   56915   2   -4.208754    8.101683E-03    7.688277E-03    5.971599E+00    6.292697E+00
   56916   2   -4.202539    8.190919E-03    7.753841E-03    5.906541E+00    6.239488E+00
   56917   2   -4.195625    8.286318E-03    7.823836E-03    5.838540E+00    6.183668E+00
   56918   2   -4.188019    8.388432E-03    7.898489E-03    5.767466E+00    6.125222E+00
   56919   2   -4.179732    8.498091E-03    7.978117E-03    5.693043E+00    6.064088E+00
   56920   2   -4.170777    8.616515E-03    8.063234E-03    5.614799E+00    6.000074E+00
   56921   2   -4.161174    8.745339E-03    8.154588E-03    5.532090E+00    5.932857E+00
   56922   2   -4.150949    8.886601E-03    8.253159E-03    5.444151E+00    5.861998E+00
